Name ,FuzzyRisk,JavaFiles,Jlint,DefectCOunt,LOC,CloneFragment,CloneGroup,Jlint/LOC,Defect/LOC,Opriv,Upriv,PrivCount
Hum aapke hain kaun,100,1424,378,9,165588,710,258,0.002282774,5.43518E-05,4,1,19
??????,51,155,24,6,14814,94,39,0.001620089,0.000405022,0,0,6
Keyboard 2014,92,3234,869,9,446553,4699,953,0.001946018,2.01544E-05,1,1,11
MoonWinks Cafe,51,169,57,3,18123,80,36,0.003145175,0.000165536,0,3,2
999Geschenke,51,1402,503,6,135314,521,203,0.00371728,4.43413E-05,2,4,12
AFCU Mobile Banking,50,502,122,6,48094,342,63,0.002536699,0.000124756,1,1,8
FieldServ,50,1055,218,12,102684,578,228,0.002123018,0.000116863,3,2,9
Alfa Star - Czas na urlop,50,170,37,9,13393,109,31,0.002762637,0.000671993,1,1,4
???? Ocean Kids - ??? ???????,50,570,99,6,53275,383,159,0.001858282,0.000112623,8,1,18
Elm?/Émász online (béta),92,5155,1304,408672,418017,3374,912,0.00311949,0.97764445,0,4,4
Avto Chipashvili,100,3002,865,18,302643,1855,617,0.002858153,5.9476E-05,1,3,14
????,51,306,52,9,27147,193,82,0.001915497,0.000331528,3,2,8
Cricket Fun Facts,92,653,202,6,73514,153,62,0.002747776,8.16171E-05,1,2,4
??????,50,1977,464,24,277652,3116,531,0.001671157,8.64391E-05,6,1,13
US Michigan Radio,92,613,167,6,76639,386,146,0.002179047,7.82891E-05,0,1,4
Cusco & Machu Picchu - Perú,50,548,164,18,54602,414,116,0.003003553,0.000329658,2,1,9
Century Bank Mobile,50,1774,252,9,179482,1939,378,0.001404041,5.01443E-05,1,2,10
??? ??,92,1002,274,9,112638,556,208,0.002432572,7.9902E-05,1,1,11
Amrapali SPOT,50,404,59,6,35430,310,118,0.001665255,0.000169348,1,1,5
CapsSPOT,50,56,18,6,3498,18,8,0.005145798,0.001715266,1,0,5
Momoiro?Clover?Z?Cheering Part,51,404,63,9,37771,282,116,0.001667946,0.000238278,3,1,6
Left My Phone!,51,42,16,3,5029,15,7,0.003181547,0.00059654,1,0,4
Parker Spot,50,56,18,6,4260,28,13,0.004225352,0.001408451,1,0,5
Live Gold Price India (Kerala),51,362,102,9,37432,221,95,0.002724941,0.000240436,0,1,2
1130 The Fan,50,306,68,12,29231,175,43,0.002326297,0.000410523,1,1,4
www.pirveli.ge,100,3002,865,18,302643,1856,616,0.002858153,5.9476E-05,1,3,14
Srinidhi Gold Bullion,51,21,4,6,1757,5,2,0.002276608,0.003414912,1,0,3
995??~????,50,441,115,12,46609,320,125,0.002467335,0.000257461,7,0,20
???? ?? ?? 995,51,574,160,9,55602,293,119,0.002877594,0.000161865,0,2,3
Radio NFM,50,1558,526,12,173345,955,306,0.003034411,6.92261E-05,2,7,14
Horizons,50,1977,464,27,277652,3117,537,0.001671157,9.7244E-05,6,1,13
Kropiunig & Puff,51,1330,340,9,117735,698,261,0.002887841,7.64429E-05,2,2,5
?? ????? ???!,51,115,17,3,9038,55,24,0.001880947,0.000331932,1,1,3
Deborah McCrary,50,2353,530,15,231687,1221,411,0.002287569,6.47425E-05,2,3,12
????,92,748,188,6,93098,348,146,0.002019377,6.44482E-05,1,1,6
K2,50,1977,464,27,277652,3117,534,0.001671157,9.7244E-05,6,1,13
Supara,50,1977,464,27,277652,3122,536,0.001671157,9.7244E-05,6,1,13
Esquire Bank Mobile Banking,51,642,151,9,58580,403,114,0.002577672,0.000153636,2,2,10
Porsche 911 HD Wallpaper,92,651,155,6,83109,329,137,0.001865021,7.21943E-05,0,2,5
ScanM16 USB,0,268,84,9,24319,243,109,0.003454089,0.000370081,0,7,1
?? ????-??,85,4626,1695,12,701866,4795,1158,0.002414991,1.70973E-05,4,1,17
???????????????,50,5074,1584,18,488254,3048,945,0.003244213,3.68661E-05,11,2,27
AYSO Region 996,100,4380,1195,30,548916,4294,1129,0.002177018,5.46532E-05,0,4,11
Alfa Romeo 156 Wallpapers,51,854,239,6,83289,384,152,0.002869527,7.20383E-05,2,2,9
Do You Remember? (About Music),51,436,82,12,64358,246,104,0.001274123,0.000186457,3,2,8
Social Media Manager Guide,100,4707,1287,30,584363,4542,1233,0.002202398,5.1338E-05,0,3,12
Flying Panda,92,1135,244,9,109011,721,156,0.002238306,8.25605E-05,0,2,3
money making zero to fifty,51,723,267,12,95751,399,150,0.002788483,0.000125325,1,4,6
?????,51,95,20,3,6070,37,15,0.003294893,0.000494234,1,0,4
InteraktivMedia,50,193,100,9,19983,116,48,0.005004254,0.000450383,2,5,11
Sachin Tendulkar Legend,92,587,148,6,78475,284,118,0.001885951,7.64575E-05,0,2,3
Hungary Radio Online,51,1179,343,41338,111181,592,232,0.003085059,0.371808133,0,6,3
????&???,50,2362,539,15,242090,1913,538,0.002226445,6.19604E-05,3,2,14
Philippine Internet Radio,92,613,167,6,76639,388,146,0.002179047,7.82891E-05,0,1,4
Philippines Internet Radio,92,612,161,6,76184,379,142,0.002113305,7.87567E-05,0,1,4
Michael Jordan Wallpaper,92,651,155,6,83109,329,137,0.001865021,7.21943E-05,0,2,5
Online Indian Radios,51,1018,361,6,155838,1366,297,0.002316508,3.85015E-05,0,3,5
Make Money with Mobile Website,92,1159,234,6,92560,664,151,0.00252809,6.48228E-05,0,4,5
Porsche Wallpaper Backgrounds,51,709,138,6,63520,399,162,0.002172544,9.44584E-05,2,3,6
99.7 WOOF FM,50,1938,646,9,206253,1237,432,0.003132076,4.36357E-05,1,2,8
997 Classic Rock,51,39,3,6,1780,8,4,0.001685393,0.003370787,3,0,5
997 HANK FM,50,1937,647,9,206439,1228,426,0.003134098,4.35964E-05,1,2,8
997 Kiss FM,50,957,475,15,123347,718,251,0.003850925,0.000121608,4,2,10
Rythmos 997,51,516,184,23,71639,331,134,0.002568433,0.000321054,0,1,3
Promo Premium,50,2223,477,15,219625,1172,395,0.002171884,6.82982E-05,2,3,12
????????????,50,1443,400,21,131552,485,189,0.003040623,0.000159633,17,0,31
LorenzoLorenzo,91,3592,695,12,429182,3756,837,0.00161936,2.79602E-05,3,4,14
Extension Tax,51,1286,426,9,107567,1443,223,0.003960322,8.36688E-05,1,1,5
???,50,1977,464,24,277652,3110,531,0.001671157,8.64391E-05,6,1,13
Mazury Mini Locja,52,2871,1621,15,436633,4014,1091,0.0037125,3.43538E-05,4,5,18
Festival AM 1540,92,1243,434,9,121923,424,148,0.003559624,7.38171E-05,1,2,5
iKingz Drinking Game,92,12,0,3,1487,0,0,0,0.002017485,3,0,3
TD VIJF,50,151,71,6,20116,44,19,0.003529529,0.00029827,1,6,5
Players Sports Pub,50,2133,455,15,208697,1095,362,0.002180194,7.18745E-05,2,3,11
English Malay Dictionary,51,591,147,9,60077,276,115,0.00244686,0.000149808,1,2,4
Art-pencils HD Wallpapers,92,1882,611,9,272115,1903,491,0.002245374,3.30743E-05,0,3,4
???? ????????,50,2536,852,1125,316213,1478,543,0.002694386,0.003557728,5,3,21
Luxembourg Radio,92,575,158,6,74777,268,114,0.002112949,8.02386E-05,0,1,3
MaxTrack,50,185,34,9,14525,221,62,0.002340792,0.000619621,3,1,5
Vivian Chiu ???,51,426,68,6,36873,337,105,0.001844168,0.000162721,8,0,15
Vizion Plus TV,100,2600,621,9,320670,2907,625,0.00193657,2.80662E-05,1,5,14
???????,50,997,271,9,116414,712,271,0.002327899,7.73103E-05,1,2,11
Ninja Racing,92,2087,669,9,213879,1116,401,0.003127937,4.20799E-05,0,5,7
?????????,92,453,202,6,75477,210,91,0.002676312,7.94944E-05,1,5,4
Emergency Numbers,50,67,28,5098,7775,6,2,0.003601286,0.655691318,2,0,6
Number Plate Game,51,13,0,6,434,0,0,0,0.013824885,0,0,2
EscapeGamesList in Japan,51,11,0,6,326,2,1,0,0.018404908,0,0,1
BulkSMS,92,1134,269,12,138408,624,242,0.001943529,8.67002E-05,0,2,4
999Prueba,51,9,0,3,288,9,1,0,0.010416667,9,0,12
??????999??????????????? ?????,51,526,138,9,55682,332,132,0.002478359,0.000161632,1,1,9
999??????????????????,51,502,130,9,52541,322,128,0.002474258,0.000171295,1,1,8
999 x 999 Calculation,92,942,233,6,119642,495,196,0.001947477,5.01496E-05,0,1,4
????????????999 ??????,51,70,24,3,16370,14,5,0.001466097,0.000183262,1,1,3
????????????999??????,51,95,65,3,15497,84,31,0.00419436,0.000193586,1,2,4
Top 999 Czech Word Quiz & Dict,51,33,8,6,4215,22,9,0.001897983,0.001423488,0,0,2
999 Travel,50,1009,291,9,95133,578,243,0.003058875,9.46044E-05,6,2,17
??999,51,519,87,6,37132,231,83,0.002342993,0.000161586,4,1,10
Touch to 999,92,1342,457,12,157120,784,312,0.002908605,7.63747E-05,0,8,2
999 Multiplication Table,51,54,20,3676,5515,2,1,0.003626473,0.666545784,0,0,2
999+ Resep Masakan Tradisional,92,220,83,3,43630,54,22,0.001902361,6.876E-05,1,1,3
d7oomy_999 App,100,2992,864,18,301777,1861,619,0.002863041,5.96467E-05,1,3,14
ChronBall,51,515,108,6,46100,265,110,0.002342733,0.000130152,0,1,2
Total Hardware Control,51,111,45,6,12021,47,21,0.003743449,0.000499127,1,0,3
Potcons Icon Skins,0,51,11,6,5060,27,12,0.002173913,0.001185771,0,4,1
David Choi Official App,100,2744,494,12,332594,4069,749,0.001485294,3.608E-05,4,3,14
Sea Live Wallpapers,92,1641,227,6,202296,2771,413,0.001122118,2.96595E-05,0,2,3
Instant Cash,92,453,129,6,62082,248,108,0.002077897,9.66464E-05,0,7,2
??????? ???: ????????. 9 ?????,100,1576,1437,15,347632,2023,459,0.004133682,4.31491E-05,0,12,5
Kids Puzzle Free,51,247,95,6,19879,25,11,0.004778912,0.000301826,0,2,2
Mietwagen Vergleich HAPPYCAR,50,1809,175,30,193470,2454,411,0.000904533,0.000155063,3,2,11
Clever Bill Splitter,50,693,127,11706,53906,157,61,0.002355953,0.21715579,1,1,5
Galaxy S5 Live Wallpaper,92,1872,545,9,176186,1030,365,0.003093322,5.10824E-05,0,7,3
Application OL,50,1409,396,15,112369,807,299,0.003524104,0.000133489,2,3,10
Progressive Voices,51,59,9,3,4306,62,15,0.002090107,0.000696702,0,1,3
Vesel?ba,51,2665,808,6,371612,3908,749,0.002174311,1.61459E-05,0,1,14
"?????,???,??,fourseason,",50,52,10,6,3912,20,10,0.002556237,0.001533742,7,0,17
Balaji Bullions,51,378,124,3,28585,66,29,0.004337939,0.00010495,0,4,6
Power Memory,51,188,43,3354,15910,65,26,0.002702703,0.210810811,0,0,2
Email Marketing 24/7,100,1892,539,19,197738,989,280,0.002725829,9.60867E-05,3,0,8
One Zero,51,162,57,9,13957,28,12,0.004083972,0.000644838,0,1,2
MORE,51,170,58,9,14422,28,12,0.004021634,0.000624047,0,1,3
OpenRat Client,51,61,6,3,4588,14,6,0.001307759,0.00065388,0,0,1
Sales Initiative Magazine,92,314,99,6,27318,157,61,0.003623984,0.000219635,0,9,3
FTSE,51,81,36,3,5416,9,4,0.006646972,0.000553914,2,0,9
?????,51,98,38,3,10412,48,19,0.003649635,0.000288129,0,5,1
Color Code,51,182,41,3357,14971,73,27,0.002738628,0.224233518,0,0,2
Desktxt,51,254,20,6,17185,133,47,0.001163806,0.000349142,0,0,5
Best Selling Instant Video,51,67,35,3,9239,23,11,0.003788289,0.00032471,0,7,3
???,50,44,9,6,2468,4,2,0.003646677,0.002431118,1,0,4
FuXiDroid,51,84,7,3,4882,8,4,0.001433839,0.000614502,0,1,3
SoftLocker DONATE + widget,0,18,0,3,796,6,3,0,0.003768844,0,2,1
ComedyTime,51,22,1,3,659,2,1,0.001517451,0.004552352,0,0,1
????????,50,62,9,3,5794,10,5,0.001553331,0.000517777,1,0,6
SHOEHOLICS,51,2377,822,19,249637,1710,639,0.003292781,7.61105E-05,0,1,8
Paradise 4 Paws,51,374,84,12,31832,133,48,0.002638854,0.000376979,2,0,7
My Weekly,51,1546,347,24,145474,882,284,0.002385306,0.000164978,1,1,6
Mother & Care Magazine,51,2379,823,19,249687,1723,644,0.003296127,7.60953E-05,0,1,8
Quicker Picker,51,192,85,12,23409,79,25,0.003631082,0.000512623,0,3,4
Cit?d? Pasaule,51,2665,808,6,371612,3921,761,0.002174311,1.61459E-05,0,1,14
OUR TOWN RADIO,51,574,160,9,55588,289,118,0.002878319,0.000161905,0,2,3
UFO Photo Booth,92,6112,1605,24,710193,6568,1781,0.002259949,3.37936E-05,0,7,5
SPACE Phase,51,813,196,6,69779,376,157,0.002808868,8.59858E-05,0,5,5
Business Traveller (Asia-Pac),92,314,99,6,27318,157,61,0.003623984,0.000219635,0,9,3
FastMemo,51,61,36,6,5157,37,14,0.006980803,0.001163467,0,0,1
News Checker,51,80,28,9,10095,39,18,0.00277365,0.00089153,1,1,4
Mileage & Route,50,68,19,3,4763,47,13,0.003989083,0.000629855,0,0,4
NXT Gestures Remote Control,0,136,28,6,8839,29,13,0.003167779,0.00067881,0,0,2
YUBISASHI NIPPON CALLING JAPAN,51,65,24,6,6738,36,15,0.003561888,0.000890472,0,0,3
Row Pace,51,109,45,3,12089,49,22,0.003722392,0.000248159,0,0,1
Rabatkowo,51,62,9,6,5148,28,13,0.001748252,0.001165501,0,0,3
Many Free Web Building Tools,51,118,26,3,6994,16,7,0.003717472,0.000428939,1,1,6
FR Code Administrative Justice,51,13,1,3,2105,2,1,0.000475059,0.001425178,0,0,2
SwissTvStream,51,158,25,9,10288,33,10,0.002430016,0.000874806,1,0,2
ChordKey (demo),0,14,0,6,1271,0,0,0,0.004720692,0,1,1
DemographNow,50,77,24,6,10353,33,12,0.002318169,0.000579542,0,0,3
Radboud Agenda,51,48,3,6,2354,56,5,0.001274427,0.002548853,0,0,1
It Works Body Wrap,50,2131,463,12,203668,1260,342,0.002273308,5.89194E-05,1,9,9
LCSW Quiz: California,50,994,346,15,114066,719,256,0.003033332,0.000131503,0,6,7
Puzzle Friends FREE,51,94,51,3863,11929,68,28,0.004275295,0.323832677,1,6,6
The United Feed,92,388,101,6,57862,111,46,0.001745532,0.000103695,0,1,2
PetProfile,51,165,46,4950,12093,55,22,0.003803853,0.40932771,0,0,5
Touch Puzzle,51,408,113,9,41003,190,84,0.002755896,0.000219496,1,2,4
Trace Hindi Alphabets for Kids,100,559,173,6,51374,191,86,0.003367462,0.000116791,0,9,5
Pizza Calculator - Free,51,74,27,5095,7564,12,6,0.00356954,0.673585405,0,0,2
Hyperspace Laserball Lite,51,530,148,69,59911,393,94,0.002470331,0.001151708,0,7,2
"Baby, Try To Speak 2",51,60,9,6,6235,23,7,0.001443464,0.00096231,0,1,2
Learn Spanish Alphabets,51,159,58,3679,16725,53,21,0.003467862,0.219970105,1,5,3
"Baby, Try To Speak 3",51,60,9,6,6210,23,7,0.001449275,0.000966184,0,1,2
"Baby, Try To Speak 4",51,60,9,6,6228,23,7,0.001445087,0.000963391,0,1,2
How the Leopard Got Its Spots,100,403,156,3,55965,138,59,0.002787456,5.36049E-05,0,5,5
The Tooth That's On The Loose!,51,509,217,12,58577,257,102,0.003704526,0.000204859,0,8,2
Say What? Free,51,105,27,5095,10025,23,10,0.002693267,0.508229426,0,1,2
Kids Puzzle 2 Free,51,247,95,6,19887,25,11,0.00477699,0.000301705,0,2,2
Educus Journals Search,51,93,59,6,11280,30,14,0.005230496,0.000531915,0,0,1
LEAF Control,50,49,8,3,5740,30,13,0.001393728,0.000522648,0,0,4
??????(?????),50,12,0,3,1487,0,0,0,0.002017485,1,0,1
QuickFind the Game,51,109,35,5101,9085,21,10,0.003852504,0.561474959,0,1,2
DroidUptime,51,73,30,6,8240,28,14,0.003640777,0.000728155,0,0,5
insomnio - Cómo eliminarlo,51,87,32,3,8236,10,5,0.003885381,0.000364254,0,1,2
Tiles Lite,0,44,5,3,3337,6,3,0.001498352,0.000899011,0,0,1
Timetable widget,51,123,20,3,8661,34,14,0.002309202,0.00034638,0,1,1
SMS FootPrint,50,67,6,3,5854,31,14,0.00102494,0.00051247,7,1,15
Fuel Calculator,51,160,58,6,13729,30,13,0.004224634,0.000437031,0,1,2
Help Little YiFan,51,25,0,3,1574,10,5,0,0.001905972,0,0,1
Borrow Mate,51,41,10,3,2262,18,8,0.004420866,0.00132626,3,0,5
DroidFM Beta,51,148,35,9,13149,32,14,0.002661799,0.000684463,0,2,1
Search And Go,51,82,5,9,5517,26,9,0.00090629,0.001631321,0,0,3
Sudoku Colors,51,118,26,3,6995,16,7,0.003716941,0.000428878,1,1,6
Household Stories,92,190,83,3,28682,15,7,0.002893801,0.000104595,3,1,7
Alert.Us - Family Safety GPS,51,2851,895,12,350142,2542,697,0.002556106,3.42718E-05,2,4,17
iHardware: Inspirational Tools,51,475,138,12,49443,251,106,0.002791093,0.000242704,1,4,6
saving money with hapkit,100,1844,384,24,208145,2132,420,0.001844868,0.000115304,0,1,7
Crystal Live Wallpaper,51,1226,383,6,145632,1717,490,0.002629917,4.11997E-05,1,3,7
Mathematics for kids (Free),92,1353,481,12,158878,805,320,0.00302748,7.55297E-05,1,6,6
Autumn Live Wallpaper,51,539,154,6,41974,142,62,0.003668938,0.000142946,2,0,8
Taxi Cab Parking Game,100,4563,1265,30,570548,4398,1169,0.002217167,5.2581E-05,0,4,11
MFT Quiz: California,50,994,346,15,114065,709,254,0.003033358,0.000131504,0,6,7
SKIMANIA,100,4161,1046,12,481993,4174,1083,0.002170156,2.48966E-05,0,6,11
Zen Garden Live Wallpaper 1.0,92,1795,504,12,173756,1046,365,0.002900619,6.90624E-05,1,3,4
??????? ???: ????????? 9 ?????,100,1576,1437,15,347638,2047,465,0.00413361,4.31483E-05,0,12,5
India Cooking Recipes,51,188,38,3378,14997,69,28,0.00253384,0.225245049,0,0,2
Hours Mins Calculator Free,51,120,45,6,12363,47,21,0.003639893,0.000485319,0,0,1
Droid Inspector,50,86,46,3679,10569,24,10,0.004352351,0.348093481,3,1,9
Fail,51,108,45,3,11741,47,21,0.003832723,0.000255515,0,0,1
Elementary (Periodic Table),51,208,68,6,17691,48,21,0.003843762,0.000339156,0,1,3
Mix It Up,51,81,36,3,8071,10,5,0.004460414,0.000371701,2,1,6
UrTEXT,50,13,2,3,443,0,0,0.004514673,0.006772009,5,0,6
Happy New Year 2014,50,50,9,6,6650,7,2,0.001353383,0.000902256,3,1,11
SOS Alarm Lite,50,72,21,9,9578,29,10,0.002192525,0.000939653,0,2,8
ShowTime,51,66,9,3,3861,17,7,0.002331002,0.000777001,1,0,2
Mormon Tithing Calculator Free,51,60,25,3660,6171,0,0,0.004051207,0.593096743,0,0,2
J2T Magento Mobile Stats,51,86,41,9,11712,25,12,0.003500683,0.000768443,0,4,5
Cryptography | Comp Sc Engg 1,92,3104,771,6,420751,4860,903,0.001832438,1.42602E-05,1,3,3
"Hodgepodge Dictionary(JPN,ENG)",92,581,143,9,73223,282,118,0.001952938,0.000122912,0,1,2
Tacoma Capital Update News,92,3379,1100,42965,374928,2294,828,0.002933897,0.114595336,0,10,4
AP Physics Questions,51,525,146,9,56807,260,112,0.002570106,0.000158431,0,2,2
Dartscore (Free Version),51,524,112,6,50665,298,123,0.002210599,0.000118425,0,1,2
KS2 Science by WAGmob,51,3981,375,9,351745,3880,772,0.001066113,2.55867E-05,0,3,6
The Donkey & the Pixies (Moka),51,394,82,6,37115,238,101,0.002209349,0.00016166,0,2,3
Vessel Boat Simulator 3D,100,4563,1265,30,570548,4399,1163,0.002217167,5.2581E-05,0,4,11
Pretty Scouter,92,514,139,6,69415,262,108,0.002002449,8.64366E-05,0,1,3
Matt's gentians (Moka stories),51,394,82,6,37107,242,102,0.002209826,0.000161695,0,2,3
Learn Hindi Alphabets,51,159,58,3679,16725,53,21,0.003467862,0.219970105,1,5,3
Learn German Alphabets,51,159,58,3679,16725,53,21,0.003467862,0.219970105,1,5,3
The Jungle Book,100,403,156,3,55965,138,59,0.002787456,5.36049E-05,0,5,5
Trace Tamil Alphabets,100,559,173,6,51374,192,87,0.003367462,0.000116791,0,9,5
Webcons Launcher Icons,0,51,11,6,5060,27,12,0.002173913,0.001185771,0,4,1
Ohio Facts,51,111,45,3,12191,47,21,0.003691248,0.000246083,0,0,1
Mike Normans Blog,51,109,45,6,11795,47,21,0.003815176,0.00050869,0,0,1
Detect Call,50,15,0,3,968,15,5,0,0.003099174,0,0,5
Abstract Art Wallpapers,51,89,40,3466,6552,9,4,0.006105006,0.528998779,0,0,5
Cost Of Living Calculator,51,104,24,3,8833,28,11,0.002717084,0.000339635,0,0,2
Ardroid,51,59,13,6,9717,102,35,0.001337861,0.000617475,1,0,2
BMS Memo,0,85,86,3,19588,555,82,0.004390443,0.000153155,0,3,1
California Facts,51,111,45,3,12191,47,21,0.003691248,0.000246083,0,0,1
Indiana Facts,51,111,46,3,12191,47,21,0.003773275,0.000246083,0,0,1
Klapa Snel Hest,0,13,1,3,576,0,0,0.001736111,0.005208333,0,0,1
AP Statistics Questions,51,523,146,9,56592,260,112,0.00257987,0.000159033,0,2,2
Thunder Live Wallpaper,51,1219,385,6,144070,1697,483,0.002672312,4.16464E-05,1,3,7
Pharmacy LANGE Q&A,51,524,146,9,56579,262,113,0.002580463,0.00015907,0,2,2
KS2 Math by WAGmob,51,3983,375,9,351921,3875,770,0.00106558,2.55739E-05,0,3,6
AP Micro/Macro Economics,51,523,146,9,56614,264,113,0.002578867,0.000158971,0,2,2
AP European History,51,523,146,9,56592,261,112,0.00257987,0.000159033,0,2,2
AP U.S. Government & Politics,51,523,146,9,56592,257,111,0.00257987,0.000159033,0,2,2
BabyBlock+,92,1523,398,9,156980,888,333,0.002535355,5.73321E-05,3,1,13
KS2 English by WAGmob,51,3983,375,9,351915,3884,773,0.001065598,2.55744E-05,0,3,6
AP Environmental Science,51,523,146,9,56592,263,113,0.00257987,0.000159033,0,2,2
"Magazine Fife""""",51,395,79,12,36702,245,104,0.002152471,0.000326958,1,3,6
Total Off Road,51,736,159,63,64542,257,104,0.002463512,0.000976109,0,2,5
99?????,51,106,22,6,8367,25,12,0.002629377,0.000717103,10,0,18
PagePooch,51,569,162,12,57249,439,168,0.002829744,0.000209611,1,1,10
FoodShopper,51,27,4,6,2281,6,3,0.001753617,0.002630425,3,1,5
"Magazine In Russia""""",51,395,79,12,36702,249,105,0.002152471,0.000326958,1,3,6
Taxi Driver Job 3D,100,4563,1265,30,570548,4430,1182,0.002217167,5.2581E-05,0,4,11
Bubble Pop Math Challenge 3-4,92,275,89,9,28922,124,58,0.003077242,0.000311182,0,9,4
Matthew and the unicorn (Moka),51,394,82,6,37121,240,102,0.002208992,0.000161634,0,2,3
Dallas Cowboys Star Magazine,51,1504,336,24,140961,871,279,0.002383638,0.00017026,1,1,6
Mouse Mania - cheese maze,51,1325,1256,15,291375,1777,416,0.004310596,5.14801E-05,0,10,4
Race It Home - Send Postcards,51,120,49,9,15554,25,11,0.003150315,0.000578629,1,8,2
This is MYapp 4 Me,51,66,20,5117,6359,4,1,0.003145149,0.804686271,1,0,3
iHostingPlus,50,193,100,9,19983,115,47,0.005004254,0.000450383,2,5,11
Just Connect - Social - Lite,51,30,2,3,1382,6,2,0.001447178,0.002170767,1,0,2
Look Away Now (Free),51,873,197,12,92921,460,173,0.00212008,0.000129142,0,3,6
Glen Nevis - Lochaber Scotland,51,669,153,9,61486,341,125,0.002488371,0.000146375,1,2,7
Whizzy Kids Extra,92,59,16,6,5524,36,14,0.002896452,0.001086169,1,0,2
LK Ally - Lords and Knights,51,463,80,6,43242,281,119,0.001850053,0.000138754,0,4,1
London River Bus (FREE),92,869,245,9,109551,376,142,0.002236401,8.21535E-05,0,2,3
Asmaul Husna,51,722,140,9,63876,411,169,0.002191747,0.000140898,1,5,3
Sparky Shines His Light,51,1297,482,12,131025,610,217,0.003678687,9.15856E-05,0,9,3
Lending petit ledger,51,123,32,15,12746,21,8,0.002510592,0.00117684,0,1,2
Dead Pixel Check Free,51,68,18,3,7454,33,15,0.002414811,0.000402468,0,0,1
Indice di Massa Corporea,51,16,0,3,1871,2,1,0,0.001603421,1,0,1
LCD Test,51,162,56,6,13921,32,14,0.0040227,0.000431004,0,1,2
Ohm's Law Calculator Free,51,167,58,6,14972,30,13,0.003873898,0.000400748,0,1,2
Japanese Calendar Table,51,114,48,6,9983,8,4,0.004808174,0.000601022,0,1,2
App Timer Mini (ATM),51,103,23,4953,8938,23,6,0.002573283,0.554150817,6,1,11
"[???,??,???,] ????????.???~",51,8,0,3,245,0,0,0,0.012244898,1,0,2
Best To Do List,51,185,41,3354,15447,71,29,0.002654237,0.21712954,2,0,4
Free DigiMediaApps-Book Search,51,76,21,9,5644,40,20,0.003720765,0.001594614,0,0,2
AP Human Geography Questions,51,523,146,9,56592,264,113,0.00257987,0.000159033,0,2,2
AP Chemistry Questions,51,523,146,9,56592,262,113,0.00257987,0.000159033,0,2,2
Picnote Pro,92,237,57,6,24604,160,64,0.002316696,0.000243863,0,9,2
Country Singles Dating,51,125,57,6,13935,27,12,0.00409042,0.000430571,0,7,2
